,0
Fra_h,0.650446984829104
Fra_diff,0.31291477923250866
Ruw_h,0.7220068786274483
Ruw_diff,0.337426939720192
Klk_h,0.6516499124386551
Klk_diff,0.2850852606302189
Rhw_h,0.5735214440930426
Rhw_diff,0.13875341887497086
Kau_h,0.4111660373095193
Kau_diff,0.4887343951542265
Bng_h,0.40160107599866157
Bng_diff,0.501016494529004
Sie_h,0.6674606017032673
Sie_diff,0.183263239558382
Stg_h,0.39327675783411703
