,0
Fra_h,0.6698947878082614
Fra_diff,0.23502831622670753
Ruw_h,0.7451603257119853
Ruw_diff,0.2568184996457393
Klk_h,0.744926648359457
Klk_diff,0.24852799059596076
Rhw_h,0.3902968250974995
Rhw_diff,0.10161594966201584
Kau_h,0.5133670763144678
Kau_diff,0.30737546043540204
Bng_h,0.5052004574496255
Bng_diff,0.31638124109600096
Sie_h,0.7878297381167473
Sie_diff,0.17074670265234557
Stg_h,0.504202069318272
