,0
Fra_h,0.7541001459343519
Fra_diff,0.07537033580677614
Ruw_h,0.7372416075423581
Ruw_diff,-0.03738335491977882
Klk_h,0.6164821727086023
Klk_diff,-0.03712818210805282
Rhw_h,0.6597677016387973
Rhw_diff,-0.015439848653536628
Kau_h,0.45671348319997185
Kau_diff,0.24164101808204907
Bng_h,0.43118030006082164
Bng_diff,0.22441732012107451
Sie_h,0.460762844528318
Sie_diff,-0.09811456770397396
Stg_h,0.4198993879448875
